응답,변이,유전,경쟁,자원,차별적생존,집단 변화,목적론,사용,의지,적응,아무것도 없어
가시가 있어봤자 필요가 없으니까. 왜냐하면 장미보다 더 예쁜 꽃들도 가시가 없기 때문.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"펭귄은 남극에서 살아남기 위해 음식을 많이먹어 몸의 무게 때문에 날지 못할 것이고, 또 펭귄은 남극에서 날아 다른곳으로 가봤자 다른곳은 남극보다 온도가 높아 펭귄이 살수없기때문에 펭귄은 날지 못합니다.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
씨앗을 더 널리 날려 심기 위해서.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
장미씨에서 부터 가시를 엎애는 약을 사람들이 만들어내서 그 장미씨에다가 심어놔서 그 장미가 클때 가시가 없이 태어나서 가시없는 장미가 생겨났다. ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
사람들이 펭귄의 날개를 조사하여서 그 날개를 발달시켜서 펭귄을 날 수 있도록 만들어주었다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
요즘 매연도 많고 나뭇잎에 농약도 치니까 우리가 독이 있는 나물을 먹는것처럼 달팽이들도 농약을 친 나뭇잎을 먹고 독이 생겨서 그 달팽이가 죽기전에 자손을 낳고 그 달팽이는 농약을 친 나뭇잎을 먹은 달팽이에게서 태어났으니 유전자에서 독이 생겨 독이 있는 달팽이가 생긴것같다.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
사람들이 느릅나무에 날개가 생기는 유전자를 투적하여서 날개가 있는 느릅나무종이 생겨난것이라고 생각한다.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제 생각에는 달팽이가 점점 시대가 변하고 환경이 변하면서 저절로 독성이 생겼다고 생각합니다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
펭귄이 날 수 없었던 것은 지금 펭귄이 남극에 살아서 날 필요가 없기 때문이라고 생각합니다. 왜냐하면 지금 펭귄은 수영을 잘하기 때문이라고 생각합니다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
장미가 가시가 없는 이유는 자신의 아름다움을 모두에게 보여 주고 싶기 때문이라고 생각합니다. 자신을 꺽어서 다른 사람들이 보고 또 보기 때문이라고 생각합니다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
느릅나무가 날개가 있는 씨앗을 생산하는 것은 이 나무가 변종되었기 때문인것 같다.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
위기를 극복하기 위해 또는 독탕에 빠져서,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
멋이 없어서 씨를 멀리멀리 퍼트리기 위해,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
안 위험해서 꽃이 못생겨서 사람이 안뜯어가서,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
날개가 있으면 물에서 헤엄치기가 어려워서,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
무리에서 떨어진 펭귄이 무리를 향해 바다를 날아가다 힘이 빠져 바다로 빠졌지만 점차 적응하여 날개는 작아지고 물갈퀴가 생겨 수영에 익숙해 진거 같습니다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
느릅나무가 수시로 싹틔우면 점점 서로 자라나지만 서로 수분 증발이 적어서 서로 멀리보내 살려고 했던거 같습니다.,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
자신의 번식을 지키기위해 가시로 몸을 보호했다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
제 생각은 달팽이가 독이 있는 버섯을 조금씩 먹어서 독에 면역이 생기고 독이 생긴 거 같습니다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
사람들이 예전에 가시가 있었던걸 몰랐거나 그 지역에 장미가 아직 나지 않았는데 그냥 없앤것 같다. 아니면 자신을 지키기위해 진화하며 가시가 생겼다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
사람이 원숭이처럼 생겼다. 지금 이 모습처럼 진화했는데 사람들도 점점 더 발전하는 것처럼 달팽이들도 막 험한 세상을 살며 사람들이 지금처럼 행동하는것과 달팽이도 독이 생겨난것 같다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
사람들이 펭귄을 너무 괴롭혀서 펭귄들이 날수가 없다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
날개가 있는 씨앗은 불편하기 때문에 지금 식물들이 사람말을 알아듣는데 그것처럼 날개있는 씨앗도 사람들이 귀찮아 하는걸 듣고 진화하며 날개가 없어진것 같다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
날 필요를 못 느껴 날지 않다가 퇴화됬다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
씨앗을 더 멀리 퍼뜨리기 위해 잎과 함께 떨어뜨리다가 잎이 날개로 변했다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
가시가 있던 장미의 유전자에서 가시를 만드는 유전자가 빼고 자손에게 전달되었다.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
달팽이가 독이 있는 뱀에 물렸다가 살아난 후 돌연변이를 일으켰다.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
원래는 날 수 있던 펭귄이 남극이나 북극같이 추운곳에 정착하여 살면서 그 곳 환경에 적응하여 몸에 지방이 많이 생겨져 날지를 못하게 되었다.(그로부터 그게 유전이 되고 유전이 되어 지금의 형체가 되었다),0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
장미의 가시는 천적으로부터 자기자신을 보호하기위해 생긴것이다. 그런데 그 장미의 서식지가 장미의 천적이 살수없는 환경이어서 가시를 쓸 수 없게 되자 퇴화된 것으로 추측된다. ,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
옛날부터 달팽이가 천적으로 부터의 공격을 많이 받았다 그래서 자기 자신을 보호하기위해 세대를 거쳐 점점 독성이 생겨나기 시작했다.,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
씨를 그냥 떨어뜨리면 씨를 멀리 퍼트리지도 못하고 씨가 다쳐서 싹을 틔우지도 못하게 됙수있다. 그리고 씨를 떨어트리면서 번식하기 때문에 세대를 거쳐 날개가 생긴 씨앗이 생겨난 것같다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
환경이 위험하지 않아 가시를 만들지 않을것이다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
보다 씨앗을 넓게 퍼트리기 위하여 잎을 띄어내듯 씨앗도 날기위해 날개를 피울것같다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
화약약품을 먹고 돌연변이가 된다. 또는 위험한 상황에서 달팽이 진액에서 갑작스럽게 독성성분이 나타날수도 있을것 같다.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
날개보다 몸이 더 커서 못날고있는것 같다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
날개보다는 팔이 더 유용하다는 사실을 깨달은 펭귄이 자신의 날개를 팔로 사용하면서 날개가 팔로 변함.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
달팽이는 껍데기 밖에 자기 보호수단이 없기 때문에 독성을 추가했을 것이다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
장미는 아름다워서 사람들로부터 사랑받는다. 그래서 장점이 너무 많아 자기보호수단인 가시를 없앴다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
더 넓은 곳까지 자신을 알리고 싶어 씨앗을 진화시켰다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
제셍각에는 진화의 한 종류라고 생각합니다. 달팽이의 천적을 잡기위해 자기가 독성이 있게 진화를 한 것이라고 생각합니다.,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
날개의 필요성을 느낄 수 없어서 퇴화되었을 것이다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
날개가 없으면 멀리 갈수없는데 가까히 있으면 느릅나무의 그늘의 가려져 잘자라지 못하니까 점점 멀리 보내기위해 날개가 생김.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
장미의 가시가 너무 뾰족해서 벌들이 접근을 못하자 번식이 불가능해져 가시를 없앤것이다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"생물은 진화하는 존재이죠. 생물이 살면서, 그 환경에 맞게 자라왔을것입니다. 달팽이가 먹이를 잡기 위해서나, 자신의 몸을 보호하기위해 진화를 한다면, 그것도 이상한 일이 아닙니다. 즉, 달팽이가 자연적으로 적응을 하기위해서 독성을 갖게 되었을겁니다.",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"펭귄은 옜날엔 볼 수 있었습니다. 하지만 남북에 사는 펭귄이 그 추위를 견디면 날수 있을리가 없습니다. 펭귄은 추위를 이기기위해 살의 지방이 많아지고 털이 났습니다. 그래서 상공이 아닌 지상에서 살게 됩니다. 펭귄은 주로 어류를 먹기위해 바닷속을 헤엄쳐야합니다. 그래서, 바다에서 잘 적응하기 위해 필요없는 날개가 퇴화되고, 물갈퀴가 형성되어, 진화하게된거죠.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"느릅나무가 자라기 위해선 씨앗이 필요합니다. 모든 나무가 그렇죠. 근데 이 씨앗을 전하기 위해, 나무는 새나 동물의 배설물을 이용하기도 합니다. 하지만 이 씨앗은 번식을 위해 바람에 날립니다. 그러기 위해 날개가 형성된 것 일지도 모릅니다.",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"장미는 자신의 몸을 보호하기 위해 줄기가 가시로 변한겁니다. 줄기가 변형된거죠. 만약, 줄기에 변형이 없다면 가시도 없었을겁니다.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
추운환경에서 날아야하는펭귄은 날개를 작게하고 몸을 크게해서 북극에 살기 편한 몸을 만들었다. * 날라면 날개가 몸보다 커야함,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
자신을 공격하는 동물들을 막기위해 자신의 힘으로 독을 만들었다.,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
씨앗들이 안전하게 착지를 하기위해 날개를 만듬.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"한 나뭇꾼이 한 장미의 가시를 모두 뽑았는데 그 장미가 씨앗을 뿌려서 가시가 없는 장미가 탄생하였다,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
독성이 있는 달팽이는 조상 달팽이 종으로부터 유전자를 받았지만 시간이 흐르면서 다른 동물로부터 몸을 보호하기 위해 독성을 가진 달팽이가 된것 같습니다. 달팽이도 다른 동물처럼 자신을 보호하기 위해 특성을 가진것이라 생각합니다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
가시가 없는 장미는 동물로부터 위협을 받지 않기에 가시가 없어진 것 같습니다. 제 생각에는 가시가 없는 장미가 가시를 필요로 하지 않은것 같습니다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
펭귄은 진화가 된것이 아니라 퇴화가 된것이라고 생각합니다. 예전의 펭귄은 날 수 있었지만 날개가 불필요하다는 것을 알고 진화가 아닌 퇴화가 된 것 같습니다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
느릅니무는 씨앗을 널리퍼뜨리려한것이라 생각됩니다. 그러기 위해서는 날개가 있어야 한다는것을 깨달은것이라 생각한다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"그 펭귄은 퇴화과정에 의해서 날 필요가 없어서 그런것 같다. 닭과 같은 예 인것 같다, 먹이가 많거나 적으로부터의 위협이 적어서 그럴수도 있다.",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"그 종류의 느릅나무는 다른 나무에 비해서 경쟁력이 약해서 씨를 멀리 보내기 위해서 인것같다,",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
예전의 조상으로부터 여러 갈래로 진화를 하던 중 그달팽이는 다른 달팽이에 비해 저항력이 약해서 껍질이나 여러가지 대신 독을 이용하는것 같다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"다른 장미는 적으로부터 위험하지 않게 가시가 있는거지만 그 장미는 가시 대신 고약한 냄새나 똑같은걸 가지고 있는것 같다,",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
달팽이를 개롭히는에들이 많아서 독성이 있게 진화시켰다.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
장미를 사람들이 많이 뜯어가서 가시를 달았다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
펭귄이 날아다니면서 너무 나대서 날 수 없게 하였다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"한곳에서만 자라니까 날아가서 다른 곳에서 자르라고,",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
처음에는 자신을 보호하다가 가시가 더이상 의성 자갈필요없다),0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
펭귄은 날수 있지만 날개가 필요하지않아서 사라졌다고 생각한다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
달팽이를 마구 잡다모니 달팽이가 독성이 생겨난것 같다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"민들레 처럼 후불면 나는 씨앗이 생긴이유는 느릅나무의 씨앗이 같다는 증명을 했을것 같다, 만약에 작으면은 씨앗이 날거같은 분위기",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
날수있던 펭귄은 먹이를 구하기 쉽지 않아 물속에서 잡기 시작한다. 그럼 날개는 필요없어져서 퇴화가 되어 날 수 없게 된다.,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
자손을 널리 퍼뜨리기 위해서 날개가 있는 씨앗을 생산하게 된다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
제 생각에는 2가지입니다. 첫째는 독성이 있는 다른 동물에 게 불려 가자는 것이다. 둘째는 돌연변이달팽이가 물려가지는 것입니다. 둘째는 돌연변이 달팽이가 계쏙 이어져서 그런것샅습니다. ,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
위험한 지역이 아니기 때문에 가시가 없거나 돌연변이인 것같다.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
날아다닐 필요가 없어서 태화되어서 자연환경의 의하여 진화하였다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
달팽이가 진화되면서 천적의 위협을 밧지 않기 위해서,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
제 생각은 점점 진화되어서 자신의 종을 늘려가려고 씨를 생산하면서 충격을 받지 않게 할려고,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"제 생각은 사람들이 한종의 장미씨를 개발시켜서 가시가 나오지 않게 한것 갔습니다,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"장미가 가시가 있는 이유는 주변의 벌레, 해충들을 막기 위해서이다. 하지만 이 가시 없는 장미가 분포되있는환경은 해충이 별로없고 장미가 방어를 하지 않아도 될 아주 적합한 환경이었을것이다. 그래서 장미는 '가시를 만들 세포'를 만들 영양분으로 다른 곳에 썼을 것이다.",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
달팽이의 주변환경에는 기생충이 많았것이다. 그래서 달팽이는 체내 독소를 생성하여 체내 기생충을 죽여 기생충들로 부터 자신을 지켰을 것이다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"예전에 펭귄은 날수있었다. 하지만 펭귄은 먹이를 주로 하늘이 아닌 물속에서 구해서 펭귄은 날개를 거의 쓰지 않게되었다. 또, 남극에서는 에너지의 소비를 최대한 줄여야 이득이기 때문에 펭귄은 에너지가 많이 드는 방법인 '날기'대신 헤엄치는 방법으로 에너지소비를 최소화하려하며 먹이를 얻으려 했을지도 모른다. 그래서 펭귄의 날개는 퇴화되었다.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
느릅나무는 크기가 크기 때문에 씨앗을 바로 떨어뜨린다면 가속도가 붙어 씨앗이 깨질 수 있으므로 날개있는 씨앗을 생성하여 깨지지않게 하였다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
동물들은 주변의 환경과 맞게 변화를 합니다. 이와 같이 달팽이도 주위 환경과 맞게 자신을 보호한다거나 먹이를 잡기위해 독이 생겼을 것으로 생각됩니다.,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
그 종이 살게된 환경이 날 필요가 없는 곳이라면 펭귄도 그 날수있는 특징말고 다른 특징을 가질 수 있을거라 생각됩니다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
느릅나무의 주변이 바람이 잘분다거나 날개의 도움이 되는 환경일수 있을거라 생각됩니다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
그 장미가 피는 곳은 동물들이 가시에 닿아도 다치지 않는 동물일수 있기 때문에 그 장미는 자신을 보호하기 위해 가시 대신 다른 보호 방법을 가지고 있을거라 생각됩니다.,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
제 생각은 환경이 안좋아져서 달팽이 먹는 풀 같은 것들이 잎에 먼지와 온갖균이 붙어서 그것을 먹은 달팽이는 독성이 생긴것인것 같다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
제 생각은 장미의 씨앗을 가지고와 가시가 없다 생물학자들이 씨앗을 변하게 해서 다 자란 후 가시가 없고 또 그 장미에 씨앗도 가시가 없고 이렇게 되어서 가시가 없는 장미가 있는것 같다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
제 생각은 펭귄들이 추운도시에서 사니까 난 일이 없고 그래서 날개가 비슷한 것만 있고 못나는것같다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
제 생각은 씨앗이 빨리자라나서 이런모양안에 씨앗이 2개가 있는것같다. 그래서 이 씨앗은 원래 생겨날때부터 이런 모양일것같다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
장미가 자기자신을 보호하기 위해서 가시가 생겼다고 생각한다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
날수있던 펭귄이 날개가 필요없기 때문에 태화되었다고 생각한다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
자신의 종을 더 많이 번식하기위해서라고 생각한다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
제 생각에는 달팽이가 오래전부터 번성해나가면서 변종이됬다고 생각합니다.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
점점 나라가 도시화가 되면서 여러가지 환경오염이 발생하게 되는데 그로인해 조상달팽이가 독이 없어도 주변환경에 의해 달팽이가 독성이 생겼을것 같다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
사람들이 식물은 함부로 하는 행동이 늘어나면서 가시가 자기몸을 보호하기 위해 은행나무의 은행의 냄새처럼 가시가 생겼을 것같다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
느릅나무가 점점 번식이 힘들어져서 민들레 처럼 날개가 있는 씨앗을 생산해 좀더 많이 번식을 하기 위해 그런 씨앗을 생산하게 된것 같다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
점저머 진화가 되면서 펭귄이 날지 않아도 살아갈수 있게 되어서 계속 날지 않고 생활하다 보니 날 수 없게 되었을것 같다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
장미가 살아가며 여러 외부환경에 의해 잡아먹히는 등 점차 감소하게 된다. 이에 따라 장미는 자신을 보호하기 위해 가시라는 보호물을 만들게 되었다.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
독성이 없었던 조상 달팽이가 살아가면서 다른 동물에게 잡아 먹히는 과정을 통해 스스로 보호하기 위해 독성이 생겨난 것이다. ,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
추운 지역에 사는 펭귄이 자신의 체온을 유지하기 위해 많은 음식을 섭취한다. 하늘에는 구할 수 있는 동물이 점차 사라지고 펭귄을 점차 뚱뚱해진다. 음식을 바다에서 구할 수 없고 날 수 있다 한들 뚱뚱한 펭귄들은 시간이 흐르며 날개가 퇴화하여 날 수 없게 된 것이다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
